Company,Date Posted,Job Category,Job_Description,Location,Title
SUPERVALU,8/30/2016,Restaurant,"Provides prompt, efficient and friendly customer service by exhibiting caring, concern and patience in all customer interactions and treating customers as the most important people in the store. Smiles and greets customers in a friendly manner, whether the encounter takes place in the employee's des ...","Alexandria, VA",Deli Clerk - SHOPPERS Food & Pharmacy (Potomac Yard VA)
SUPERVALU,8/30/2016,Restaurant,"Provides prompt, efficient and friendly customer service by exhibiting caring, concern and patience in all customer interactions and treating customers as the most important people in the store. Smiles and greets customers in a friendly manner, whether the encounter takes place in the employee's des ...","Oxon Hill, MD",Deli Clerk - SHOPPERS Food & Pharmacy (Oxon Hill MD)
Ritz-Carlton Hotels & Resorts,8/30/2016,Restaurant,"Banquets Server Part Time (160014I6) At more than 80 award winning properties worldwide, The Ritz Carlton Ladies and Gentlemen create experiences so exceptional that long after a guest stays with us, the experience stays with them. As the premier worldwide provider of luxury experiences, we set the  ...","Washington, DC",Banquets Server - Part-Time
Bob Evans Farms,8/30/2016,Retail,"Your role as a server is to help prepare and serve the best home style food, as you provide guests with the BEST hospitality and great service. ...","Catonsville, MD",SERVER
Bob Evans Farms,8/30/2016,Retail,"You’ve shared a table with us NOW LET US SHARE A REWARDING CAREER WITH YOU! When you join Bob Evans Farms, you’re joining a trustworthy and socially responsible organization that recognizes people are our greatest asset. And in our restaurants, you’ll have an opportunity to grow wi ...","Catonsville, MD",GRILL COOK
Unidine Corporation,8/29/2016,Restaurant,"Unidine is a culinary services management company driven by a culture of ""Fresh Thinking,"" and we take a fresh approach to customized culinary experiences. We create authentic food from scratch using fresh responsibly sourced, seasonal ingredients and culinary creativity. We are guided by environmen ...","Baltimore, MD",Server
ARAMARK,8/29/2016,Retail,"About Aramark Correctional Services Aramark Correctional Services (ACS) is far and away the leader in outsourced food services within the Corrections industry, preparing well over 1,000,000 meals a day for state, county and city facilities. We are perhaps best known for our food, but to be the leade ...","Towson, MD",General Manager - Correctional Services
Bob Evans Farms,8/27/2016,Retail,"You’ve shared a table with us NOW LET US SHARE A REWARDING CAREER WITH YOU! When you join Bob Evans Farms, you’re joining a trustworthy and socially responsible organization that recognizes people are our greatest asset. And in our restaurants, you’ll have an opportunity to grow wi ...","Sykesville, MD",GRILL COOK
Bob Evans Farms,8/27/2016,Transportation Services,"Bus Person Ensures that the dining area and tables are clean and ready for customers to begin their dining experience. Assists servers and management when appropriate, by handling customer needs and stocking items.  We offer • Paid time off (with full time status) • Health insurance (in  ...","Glen Burnie, MD",Bus Person
OTO Development,8/27/2016,Restaurant,"Prepare food for the restaurant on property, banquets and special functions and at a high quality. Properly and efficiently prepare and present all food items to be served, including accommodating special guest requests. Rotate food in walks ins and freezers to minimize waste and spoilage. Maintain  ...","Linthicum, MD",Cook
"P.F. Chang's China Bistro, Inc...",8/27/2016,Restaurant,"Become a part of our culinary team where preparing delicious Asian inspired cuisine in a vibrant bistro atmosphere is our specialty. At P.F. Chang's you'll work with the freshest ingredients, boldest flavors, cleanest kitchens and top of the line equipment to provide an exceptional culinary experien ...","Sterling, VA",Cook
"P.F. Chang's China Bistro, Inc...",8/27/2016,Restaurant,Become a part of the engine that makes our restaurants run. A dishwasher at P.F. Chang's works in the cleanest kitchens and uses top of the line equipment. Many of our best chefs started out as dishwashers. So if you're interested in a culinary career this is a great place to start. Requirements Wha ...,"Sterling, VA",Dishwasher
"P.F. Chang's China Bistro, Inc...",8/27/2016,Restaurant,"Become part of our hospitality team where serving delicious Asian inspired cuisine in a vibrant bistro atmosphere is our specialty. From welcoming and engaging our guests to keeping things organized and clean, our hospitality team members take pride in providing exceptional service to every guest, e ...","Sterling, VA",Server
"P.F. Chang's China Bistro, Inc...",8/27/2016,Retail,"Become part of our hospitality team where serving delicious Asian inspired cuisine in a vibrant bistro atmosphere is our specialty. From welcoming and engaging our guests to keeping things organized and clean, our hospitality team members take pride in providing exceptional service to every guest, e ...","Sterling, VA",Host / Hostess
Maryland Live! Casino,8/26/2016,Restaurant,"DINING ROOM ATTENDANT SCOPE AND MAIN PURPOSE OF JOB  Can assist in clearing restaurant tables of dirty dishes and dirty linen in a fast and efficient manner. The Maryland Live Casino guest experience is enhanced with clean, and organized dining areas. CORE VALUES CLEAN Responsible for ensuring overa ...","Hanover, MD",Dining Room Attendant
InterContinental Hotels Group,8/26/2016,Restaurant,"Seasonal Restaurant Greeter The Willard InterContinental Washington (R123276) Do you see yourself as a Seasonal Restaurant Greeter ? What's your passion? Whether you're into football, gardening, hiking, at IHG we're interested in YOU. At IHG we employ people who apply the same amount of care and pas ...","Washington, DC",Seasonal Restaurant Greeter- The Willard InterContinental Wa...
gategroup,8/26/2016,Retail,"Define, track and manage procurement projects that include Facilities and Property Management related contract terms and conditions development, Project management efforts will be required to meet savings targets and internal efficiency needs Gathers procurement and financial data for global facilit ...","Reston, VA",Sr. Sourcing Manager- Facilities
Interstate Hotels & Resorts,8/26/2016,Restaurant,"Train and assist outlet managers with managing the Human Resources in the various outlets in order to attract, retain and motivate the employees; hire, train, develop, empower, coach and counsel, conduct performance and salary reviews, resolve problems, provide open communications and recommend disc ...","Washington, DC",Food and Beverage Manager
SUPERVALU,8/25/2016,Restaurant,"Provides prompt, efficient and friendly customer service by exhibiting caring, concern and patience in all customer interactions and treating customers as the most important people in the store. Smiles and greets customers in a friendly manner, whether the encounter takes place in the employee's des ...","Forestville, MD",Produce Clerk - SHOPPERS Food & Pharmacy (Forestville - MD)
SUPERVALU,8/25/2016,Restaurant,"Grocery Clerk SHOPPERS Food & Pharmacy (Forestville MD) Grocery Clerk SHOPPERS Food & Pharmacy (Forestville MD) (78465) POSITION TITLE Grocery Stocker ,Grocery Clerk ACCOUNTABLE TO Grocery Manager PRIMARY OBJECTIVE To stock, rotate and face product, cut and sort grocery deliveries and build displays ...","Forestville, MD",Grocery Clerk - SHOPPERS Food & Pharmacy (Forestville - MD)
SUPERVALU,8/25/2016,Restaurant,"Provides prompt, efficient and friendly customer service by exhibiting caring, concern and patience in all customer interactions and treating customers as the most important people in the store. Smiles and greets customers in a friendly manner, whether the encounter takes place in the employee's des ...","Alexandria, VA",Deli Clerk - SHOPPERS Food & Pharmacy (Mt. Vernon VA)
SUPERVALU,8/25/2016,Restaurant,"Provides prompt, efficient and friendly customer service by exhibiting caring, concern and patience in all customer interactions and treating customers as the most important people in the store. Smiles and greets customers in a friendly manner, whether the encounter takes place in the employee's des ...","Forestville, MD",Courtesy Clerk - SHOPPERS Food & Pharmacy (Forestville - MD)
SUPERVALU,8/25/2016,Retail,Cashier SHOPPERS Food & Pharmacy (Forestville MC) Cashier SHOPPERS Food & Pharmacy (Forestville MC) (78461) Job Overview Provides prompt and friendly service to customers and assist them when necessary. Operates a cash register and all the duties which correspond to this activity Job Responsibilitie ...,"Forestville, MD",Cashier - SHOPPERS Food & Pharmacy (Forestville - MC)
Landry's Inc,8/25/2016,Restaurant,"Responsible for daily operation of high volume kitchen Training and development of all back of house management and hourly staff, scheduling, meeting or exceeding budgeted labor and other cost centers, as well as overseeing the inventory and ordering of food and supplies, and sanitation Ensures exce ...","Baltimore, MD",Executive Chef - McCormick & Schmick's
Bob Evans Farms,8/25/2016,Retail,"As a Kitchen Prep your job is critical to the smooth operation of the restaurant both in supplying the needed food items and in keeping the kitchen organized during the day. You will assist in thawing, baking and preparing food items to meet daily business needs. Cooks some food items by following s ...","Nottingham, MD",KITCHEN PREPARATION
McDonald's Corporation,8/25/2016,Retail,"crew Opportunities Description / Requirements It's time you worked for someone who will give you the tools to learn, grow and be what you want to be both personally and professionally. We're looking for hard working, enthusiastic individuals who want to be a part of a winning team. If you enjoy work ...","Beltsville, MD",Crew - All shifts
